2019-04-12 12:35:50 INFO - Client request 21 requesting room XG14 on day 3, timeslot 11-12, at 1 seconds 
2019-04-12 12:35:55 INFO - Client request 272 requesting room T101 on day 5, timeslot 11-12, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 266 requesting room L221 on day 1, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 273 requesting room CG04 on day 6, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 274 requesting room T101 on day 1, timeslot 11-12, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 276 requesting room CG04 on day 4, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 277 requesting room XG14 on day 4, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 278 requesting room XG14 on day 1, timeslot 9-10, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 279 requesting room XG14 on day 5, timeslot 11-12, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 280 requesting room CG04 on day 3, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 281 requesting room L221 on day 1, timeslot 9-10, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 282 requesting room XG14 on day 2, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 283 requesting room XG14 on day 6, timeslot 9-10, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 284 requesting room CG04 on day 3, timeslot 9-10, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 285 requesting room L221 on day 1, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 286 requesting room T101 on day 6, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 287 requesting room T101 on day 6, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 288 requesting room T101 on day 6, timeslot 11-12, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 289 requesting room CG04 on day 4, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 290 requesting room XG14 on day 2, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 291 requesting room XG14 on day 2, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 292 requesting room XG14 on day 3, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 293 requesting room L221 on day 4, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 294 requesting room XG14 on day 1, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 295 requesting room T101 on day 5, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 297 requesting room CG04 on day 6, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 296 requesting room XG14 on day 6, timeslot 9-10, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 298 requesting room CG04 on day 4, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 299 requesting room T101 on day 5, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 300 requesting room CG04 on day 6, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 301 requesting room XG14 on day 4, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 279 requesting room CG04 on day 6, timeslot 9-10, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 290 requesting room L221 on day 6, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 283 requesting room T101 on day 4, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 307 requesting room CG04 on day 3, timeslot 9-10, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 302 requesting room XG14 on day 6, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 272 requesting room T101 on day 1, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 308 requesting room T101 on day 5, timeslot 1-2, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 309 requesting room T101 on day 2, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 310 requesting room CG04 on day 6, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 311 requesting room T101 on day 4, timeslot 12-1, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 273 requesting room CG04 on day 4, timeslot 11-12, at 6 seconds 
2019-04-12 12:35:55 INFO - Client request 306 requesting room T101 on day 4, timeslot 10-11, at 6 seconds 
2019-04-12 12:35:56 INFO - Client request 312 requesting room CG04 on day 6, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 314 requesting room T101 on day 1, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 315 requesting room L221 on day 4, timeslot 12-1, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 316 requesting room XG14 on day 5, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 315 requesting room L221 on day 1, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 318 requesting room XG14 on day 6, timeslot 12-1, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 319 requesting room XG14 on day 5, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 320 requesting room XG14 on day 3, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 321 requesting room XG14 on day 3, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 318 requesting room CG04 on day 3, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 323 requesting room T101 on day 1, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 324 requesting room XG14 on day 5, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 325 requesting room L221 on day 5, timeslot 12-1, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 326 requesting room T101 on day 4, timeslot 12-1, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 327 requesting room T101 on day 4, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 329 requesting room T101 on day 5, timeslot 12-1, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 328 requesting room CG04 on day 2, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 330 requesting room T101 on day 6, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 331 requesting room T101 on day 2, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 332 requesting room L221 on day 2, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 333 requesting room XG14 on day 2, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 334 requesting room T101 on day 1, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 336 requesting room CG04 on day 1, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 335 requesting room T101 on day 2, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 337 requesting room XG14 on day 2, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 338 requesting room XG14 on day 1, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 339 requesting room XG14 on day 5, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 340 requesting room L221 on day 1, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 321 requesting room T101 on day 4, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 342 requesting room XG14 on day 5, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 343 requesting room T101 on day 3, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 344 requesting room XG14 on day 5, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 345 requesting room CG04 on day 1, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 346 requesting room T101 on day 3, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 329 requesting room CG04 on day 3, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 326 requesting room XG14 on day 1, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 335 requesting room T101 on day 5, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 325 requesting room T101 on day 3, timeslot 10-11, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 324 requesting room XG14 on day 1, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 337 requesting room XG14 on day 6, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 349 requesting room XG14 on day 5, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 351 requesting room L221 on day 6, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 350 requesting room CG04 on day 6, timeslot 11-12, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 352 requesting room CG04 on day 1, timeslot 1-2, at 7 seconds 
2019-04-12 12:35:56 INFO - Client request 348 requesting room CG04 on day 2, timeslot 9-10, at 7 seconds 
2019-04-12 12:35:57 INFO - Client request 336 requesting room CG04 on day 3, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 355 requesting room T101 on day 6, timeslot 1-2, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 356 requesting room T101 on day 5, timeslot 1-2, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 336 requesting room L221 on day 5, timeslot 1-2, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 358 requesting room CG04 on day 5, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 355 requesting room XG14 on day 2, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 359 requesting room XG14 on day 4, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 360 requesting room XG14 on day 1, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 361 requesting room L221 on day 3, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 362 requesting room T101 on day 3, timeslot 1-2, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 363 requesting room XG14 on day 6, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 364 requesting room CG04 on day 4, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 365 requesting room L221 on day 3, timeslot 1-2, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 366 requesting room CG04 on day 5, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 371 requesting room L221 on day 4, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 370 requesting room XG14 on day 3, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 369 requesting room L221 on day 2, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 368 requesting room L221 on day 5, timeslot 1-2, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 367 requesting room CG04 on day 5, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 371 requesting room CG04 on day 5, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 362 requesting room CG04 on day 1, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 372 requesting room XG14 on day 3, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 373 requesting room T101 on day 2, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 366 requesting room CG04 on day 2, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 374 requesting room XG14 on day 1, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 365 requesting room T101 on day 1, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 370 requesting room CG04 on day 2, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 375 requesting room L221 on day 4, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 363 requesting room XG14 on day 2, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 376 requesting room T101 on day 5, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 377 requesting room T101 on day 1, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 378 requesting room CG04 on day 2, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 379 requesting room XG14 on day 6, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 380 requesting room T101 on day 5, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 381 requesting room L221 on day 3, timeslot 9-10, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 359 requesting room XG14 on day 1, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 383 requesting room L221 on day 6, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 386 requesting room L221 on day 4, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 385 requesting room CG04 on day 6, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 384 requesting room CG04 on day 3, timeslot 12-1, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 362 requesting room L221 on day 1, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 382 requesting room XG14 on day 4, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 388 requesting room XG14 on day 3, timeslot 11-12, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 389 requesting room T101 on day 3, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:57 INFO - Client request 387 requesting room T101 on day 5, timeslot 10-11, at 8 seconds 
2019-04-12 12:35:58 INFO - Client request 368 requesting room XG14 on day 5, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 397 requesting room XG14 on day 6, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 398 requesting room T101 on day 1, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 399 requesting room XG14 on day 2, timeslot 11-12, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 400 requesting room T101 on day 2, timeslot 11-12, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 401 requesting room L221 on day 4, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 402 requesting room L221 on day 5, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 403 requesting room CG04 on day 4, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 404 requesting room CG04 on day 3, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 405 requesting room L221 on day 2, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 400 requesting room XG14 on day 2, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 399 requesting room T101 on day 6, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 406 requesting room T101 on day 5, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 403 requesting room T101 on day 1, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 402 requesting room T101 on day 5, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 398 requesting room CG04 on day 2, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 402 requesting room L221 on day 6, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 399 requesting room T101 on day 6, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 404 requesting room T101 on day 5, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 413 requesting room T101 on day 3, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 414 requesting room CG04 on day 1, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 415 requesting room CG04 on day 1, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 416 requesting room XG14 on day 3, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 417 requesting room T101 on day 3, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 419 requesting room T101 on day 3, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 418 requesting room CG04 on day 1, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 420 requesting room L221 on day 2, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 398 requesting room T101 on day 1, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 421 requesting room T101 on day 5, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 404 requesting room L221 on day 2, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 423 requesting room CG04 on day 6, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 425 requesting room CG04 on day 1, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 426 requesting room CG04 on day 3, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 419 requesting room L221 on day 6, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 414 requesting room T101 on day 4, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 427 requesting room CG04 on day 1, timeslot 12-1, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 417 requesting room XG14 on day 1, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 428 requesting room T101 on day 2, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 429 requesting room CG04 on day 4, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 398 requesting room XG14 on day 5, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 404 requesting room CG04 on day 2, timeslot 11-12, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 430 requesting room CG04 on day 2, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 432 requesting room CG04 on day 5, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 433 requesting room CG04 on day 4, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 425 requesting room L221 on day 2, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 434 requesting room CG04 on day 6, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 435 requesting room T101 on day 4, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 436 requesting room T101 on day 5, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 437 requesting room XG14 on day 5, timeslot 1-2, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 416 requesting room CG04 on day 3, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 413 requesting room XG14 on day 3, timeslot 10-11, at 9 seconds 
2019-04-12 12:35:58 INFO - Client request 402 requesting room L221 on day 4, timeslot 9-10, at 9 seconds 
2019-04-12 12:35:59 INFO - Client request 418 requesting room CG04 on day 6, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 439 requesting room L221 on day 1, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 440 requesting room CG04 on day 6, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 441 requesting room L221 on day 3, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 442 requesting room CG04 on day 5, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 443 requesting room XG14 on day 5, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 444 requesting room L221 on day 4, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 445 requesting room XG14 on day 5, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 446 requesting room L221 on day 3, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 447 requesting room T101 on day 4, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 448 requesting room CG04 on day 2, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 449 requesting room XG14 on day 4, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 450 requesting room T101 on day 1, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 451 requesting room XG14 on day 4, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 447 requesting room CG04 on day 3, timeslot 12-1, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 452 requesting room CG04 on day 3, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 448 requesting room T101 on day 6, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 453 requesting room XG14 on day 1, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 456 requesting room T101 on day 6, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 455 requesting room T101 on day 2, timeslot 12-1, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 457 requesting room T101 on day 5, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 458 requesting room XG14 on day 6, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 455 requesting room T101 on day 4, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 459 requesting room CG04 on day 4, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 456 requesting room CG04 on day 3, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 461 requesting room CG04 on day 2, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 464 requesting room CG04 on day 6, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 465 requesting room CG04 on day 3, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 462 requesting room XG14 on day 5, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 466 requesting room CG04 on day 2, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 467 requesting room T101 on day 4, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 447 requesting room CG04 on day 3, timeslot 12-1, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 457 requesting room CG04 on day 5, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 468 requesting room CG04 on day 2, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 469 requesting room L221 on day 1, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 470 requesting room CG04 on day 3, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 455 requesting room L221 on day 6, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 472 requesting room T101 on day 6, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 473 requesting room CG04 on day 4, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 474 requesting room CG04 on day 3, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 466 requesting room L221 on day 2, timeslot 10-11, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 467 requesting room XG14 on day 3, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 477 requesting room L221 on day 1, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 468 requesting room L221 on day 6, timeslot 1-2, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 479 requesting room T101 on day 4, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 478 requesting room L221 on day 3, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 480 requesting room CG04 on day 1, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 481 requesting room CG04 on day 2, timeslot 11-12, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 482 requesting room T101 on day 2, timeslot 9-10, at 10 seconds 
2019-04-12 12:35:59 INFO - Client request 483 requesting room XG14 on day 6, timeslot 9-10, at 10 seconds 
2019-04-12 12:36:00 INFO - Client request 484 requesting room CG04 on day 3, timeslot 12-1, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 485 requesting room CG04 on day 3, timeslot 1-2, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 486 requesting room L221 on day 5, timeslot 1-2, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 487 requesting room L221 on day 3, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 488 requesting room XG14 on day 3, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 489 requesting room XG14 on day 4, timeslot 12-1, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 490 requesting room L221 on day 4, timeslot 10-11, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 491 requesting room CG04 on day 6, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 492 requesting room CG04 on day 4, timeslot 1-2, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 493 requesting room L221 on day 1, timeslot 9-10, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 494 requesting room L221 on day 6, timeslot 9-10, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 495 requesting room T101 on day 4, timeslot 12-1, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 496 requesting room L221 on day 1, timeslot 12-1, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 497 requesting room T101 on day 6, timeslot 9-10, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 490 requesting room XG14 on day 4, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 498 requesting room XG14 on day 2, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 489 requesting room CG04 on day 5, timeslot 12-1, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 501 requesting room T101 on day 4, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 488 requesting room CG04 on day 3, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 503 requesting room XG14 on day 5, timeslot 1-2, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 504 requesting room XG14 on day 2, timeslot 10-11, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 491 requesting room CG04 on day 6, timeslot 11-12, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 505 requesting room CG04 on day 2, timeslot 12-1, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 506 requesting room CG04 on day 1, timeslot 10-11, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 507 requesting room T101 on day 5, timeslot 10-11, at 11 seconds 
2019-04-12 12:36:00 INFO - Client request 508 requesting room T101 on day 1, timeslot 11-12, at 11 seconds 
